Index,Chunk
3571,"又曰：六甲
日逢乙卯凶，辛卯吉，甲申丁卯不为刃，申中有庚合卯中乙木为财，
若有财露，亦凶，丁火伤官，乙木夺财，岁运并临，灾祸不免。乙酉
158日见庚辰时，非刃，乙坐庚下酉中辛金，制辰中乙木。丙子日见甲午
时，非刃，子中癸水克午中丁火。丁亥日见丁未时，非刃，亥中午水
合丁。庚午日见乙酉时，非刃，午中丁火制辛。壬午日见庚子时，非
刃，午中己土制癸。辛巳日见戊戌时，非刃，巳中丙火合辛。癸巳日
见癸丑时，非刃，巳中戊土合癸。以上诸日，遇者不宜见刑冲破害，
无则以好命断之。"
3572,"癸巳日
见癸丑时，非刃，巳中戊土合癸。以上诸日，遇者不宜见刑冲破害，
无则以好命断之。又曰：阳刃者，天上之凶星，人间之恶煞，喜偏官、印绶，忌反吟、
伏吟、魁罡、三合，大率与七煞相似，故阳刃喜见七煞，七煞喜见阳
刃，两凶互相制伏，犹正官喜正印，善类合善类为福。经云：煞无刃不显，刃无煞不威，煞刃俱全，常人无有，更身旺不
见伤官为妙，若命元有煞刃，岁运又逢，或有刃无煞，岁运逢煞运之
乡，俱发大福。如命有刃有印无煞，岁运逢煞，反转成厚福。"
3573,"经云：煞无刃不显，刃无煞不威，煞刃俱全，常人无有，更身旺不
见伤官为妙，若命元有煞刃，岁运又逢，或有刃无煞，岁运逢煞运之
乡，俱发大福。如命有刃有印无煞，岁运逢煞，反转成厚福。若柱无
刃煞，命合财官，岁运复遇刃煞，主一岁蹇滞，因财争竞，兄弟分居，
离妻去妾，若元无刃，行刃运虽不妨，亦主有克妻之事，元有刃，岁
运切不宜再见及伤官财地，原带伤官财星，岁运再逢，祸害极重，身
弱尤凶。又曰：日刃止有三日，戊午、丙午、壬子，与阳刃同法。经曰：赤黄马独卧，黑鼠守空房，男妨妻，女妨夫，指此三日也。不喜刑冲破害三会六合，要有七煞相制，再行官印乡，便为好命。"
3574,"经曰：赤黄马独卧，黑鼠守空房，男妨妻，女妨夫，指此三日也。不喜刑冲破害三会六合，要有七煞相制，再行官印乡，便为好命。赋云：日刃大忌冲合，喜官煞相制，合刑者凶，遇印者吉，有煞无
刃，施为有勇无威，有刃无煞，作事浊而不显，无煞遇煞，窃恐祸患
相侵，有刃遇刃，须忌灾危相犯，刃生身死，其年难作吉推，财旺官
伤，此岁不作凶断。又曰：戊午日，岁月见火多，则以印绶论；壬子
日，月时见子多，则以飞天禄马论；丙午见午多，亦以倒冲禄马论。又自刃有三日：癸丑、丁丑、丁未、己未，因坐下比肩阳刃；飞刃有
四日：丙子、丁丑、戊子、己丑，因作下冲出阳刃，与前日刃喜忌大
同。"
3575,"又曰：戊午日，岁月见火多，则以印绶论；壬子
日，月时见子多，则以飞天禄马论；丙午见午多，亦以倒冲禄马论。又自刃有三日：癸丑、丁丑、丁未、己未，因坐下比肩阳刃；飞刃有
四日：丙子、丁丑、戊子、己丑，因作下冲出阳刃，与前日刃喜忌大
同。年上阳刃与时上阳刃最重，年上主破败祖基，不受父母产业，平
生施恩反怨；时上主克妻子，晚无结果，四柱再逢，手足灾疾；月上
稍轻，日上又轻。人命月日干支带财多，日干衰弱，时带阳刃，无害；
月带七煞，时带阳刃，日主有气，大贵；如月带阳刃，时上微带官时，
力不能制，亦凶。又曰：男命见败劫，又见伤官，必克妻子，女命克
夫。"
3576,"人命月日干支带财多，日干衰弱，时带阳刃，无害；
月带七煞，时带阳刃，日主有气，大贵；如月带阳刃，时上微带官时，
力不能制，亦凶。又曰：男命见败劫，又见伤官，必克妻子，女命克
夫。赋云：败财者比肩之曜，劫夺之神，财多身弱，遇之为奇，财弱身
159旺，见之为祸，有财遇劫，运入财乡，自可成家，无财遇劫，纵非财
年，亦须见破，元劫又遇劫运，守穷途而凄惶，身旺又加印助，必荣
华而发福。《相心赋》云：“劫财羊刃，离祖成家，外象谦和尚义，内心狠毒
无知，有刻剥之意，无慈惠之心。”
《心境》云：
“阳刃重重又见煞，大
贵，登甲科。”
《千里马》云：
“阳刃偏官有制，膺职掌于兵权。"
3577,"”
《心境》云：
“阳刃重重又见煞，大
贵，登甲科。”
《千里马》云：
“阳刃偏官有制，膺职掌于兵权。”又云：
“男逢阳刃，身弱遇之为奇。”又云：“羊刃七煞，出仕驰名。”又云：
“羊刃入官煞，威镇边疆。”
《玉匣赋》云：
“火金阳刃，绿珠坠死于高
楼”。又云：
“阳刃重重三四，必须患疾盲聋。”
《惊神赋》云：
“满盘阳
刃，必定分尸。”
《定真篇》云：
“阳刃若逢印绶，纵富而残疾在身。”
《造
微论》云：“阳刃逢于五息，定要重犯徒流。”余见犯羊刃煞者多瞽，
如癸酉、戊午、戊寅、癸丑；丙寅、庚寅、丙午、乙未；丁卯、癸卯、
甲子、乙亥，三命皆无目。"
3578,"”
《造
微论》云：“阳刃逢于五息，定要重犯徒流。”余见犯羊刃煞者多瞽，
如癸酉、戊午、戊寅、癸丑；丙寅、庚寅、丙午、乙未；丁卯、癸卯、
甲子、乙亥，三命皆无目。古歌曰：
时逢阳刃喜偏官，若见财星祸百端，岁运相冲并相合，勃然兴祸至门
阑。又：
阳刃重逢合有伤，主人心性气高强，刑冲太重多凶厄，有制方能保吉
昌。又：
刃逢七煞慕官乡，惟怕刑冲禄不昌，会合更逢财旺运，预防灾祸致身
殃。又：
比肩阳刃格非常，要见官星与煞乡，元辰若无官煞制，再行比劫祸难
当。又：
财星轻弱刃刚强，身旺之乡大不祥，凤寡鸾孤清夜怨，等闻妻克两三
双。又：
刃逢七煞运官乡，破害刑冲贵异常，切忌合逢财旺地，必遭灾祸反刑
伤。"
3579,"又：
财星轻弱刃刚强，身旺之乡大不祥，凤寡鸾孤清夜怨，等闻妻克两三
双。又：
刃逢七煞运官乡，破害刑冲贵异常，切忌合逢财旺地，必遭灾祸反刑
伤。又：
160日刃还如羊刃同，官星七煞喜支逢，岁君若也无伤刃，支上冲刑立武
功。又：
羊刃常居在禄前，性刚果毅少慈怜，不宜会合防灾至，若见财星祸必
缠；有官有煞名显达，无冲无破禄荣迁，更加刑害魁罡并，发迹边疆
掌重权。如一命：壬申、壬子、戊午、乙卯，自坐阳刃，二壬申子，财旺且
多，子午虽冲，申子会午不能冲，时官制伏阳刃，只作财官格看，所
以大贵。又一命：丙戌、癸巳、戊午、丁巳，戊归禄巳，午虽羊刃，
所以获禄，又印绶化刃，故贵。"
3580,"如一命：壬申、壬子、戊午、乙卯，自坐阳刃，二壬申子，财旺且
多，子午虽冲，申子会午不能冲，时官制伏阳刃，只作财官格看，所
以大贵。又一命：丙戌、癸巳、戊午、丁巳，戊归禄巳，午虽羊刃，
所以获禄，又印绶化刃，故贵。论建禄（此与前论禄同参）	

建禄者，乃甲日寅月，乙日卯月，五行临官之位也。甲用金为官，
金绝在寅，用土为财，土病于寅，以身旺太过，财官俱不得，若别无
财官可取，再遇劫夺，马既不扶，禄又不养，多主贫贱，颇宜时带偏
官、偏财或食神，更看年时上露者取用，若略见财官，反争夺不吉。凡命月令建禄，难招祖业，必主平生见财不聚，却病少寿长，行运再
见比肩，克妻妨父损子，或官非破财，或因妻孥财帛争夺。"
3581,"甲用金为官，
金绝在寅，用土为财，土病于寅，以身旺太过，财官俱不得，若别无
财官可取，再遇劫夺，马既不扶，禄又不养，多主贫贱，颇宜时带偏
官、偏财或食神，更看年时上露者取用，若略见财官，反争夺不吉。凡命月令建禄，难招祖业，必主平生见财不聚，却病少寿长，行运再
见比肩，克妻妨父损子，或官非破财，或因妻孥财帛争夺。如八字内
外元有财官，引旺得地，官星有助，运临官星有气之地，亦贵；财星
有助，运临财旺之地，亦富；财官俱旺，乃富贵之命。若时逢财库，
运至财乡，必主晚年大富。年上财官有助，必享祖荫。若四柱元无财
官，纵运行财官之地，亦止虚花而已。命无财官，岁运又行比肩，一
生贫蹇。"
3582,"若四柱元无财
官，纵运行财官之地，亦止虚花而已。命无财官，岁运又行比肩，一
生贫蹇。赋云：根在苗先，实在花后。言先有根然后长苗，有花然后结果。若当生岁元无财官，虽遇财官吉运，发福不大。假如甲日寅月，柱中
乙卯未字多，主无祖财，克妻，一世孤贫，作事虚诈，为人大模样。乙日生卯月，柱有庚辛巳酉丑申及戊己巳午辰戌等字，财官多则贵，
壬癸申子辰亥水印成局亦佳，更运逢之尤妙，若柱不见财官印食，同
前断。丙生巳月，岁时干支水金成局，运历财官旺地，亦主富贵。丁
生午月，金败水绝，财官俱背，顺运克妻，逆运克三妻，若柱有巳酉
丑庚辛壬癸亥申子辰，运临财官旺地亦发，用煞或印，以多为贵，若
161止建禄，亦同前断。"
3583,"丙生巳月，岁时干支水金成局，运历财官旺地，亦主富贵。丁
生午月，金败水绝，财官俱背，顺运克妻，逆运克三妻，若柱有巳酉
丑庚辛壬癸亥申子辰，运临财官旺地亦发，用煞或印，以多为贵，若
161止建禄，亦同前断。戊日巳月，年日时无水，主克妻，无祖业，子多
不肖，柱中多有官则吉，如见偏官，主尊贵，岁月若是火多及或印绶，
虽无财官，主吉，若柱内隐显壬癸亥申子辰水局，晚子一二，有甲寅
乙卯亥未木局，运至财官旺地亦发。己生午月，以壬水为财，五月水
囚，主无祖业，克妻子亦不多，岁时透出寅甲为正官，五月甲死，官
必卑小，喜见亥卯未乙，身旺见官煞为妙，偏财亦美。"
3584,"戊日巳月，年日时无水，主克妻，无祖业，子多
不肖，柱中多有官则吉，如见偏官，主尊贵，岁月若是火多及或印绶，
虽无财官，主吉，若柱内隐显壬癸亥申子辰水局，晚子一二，有甲寅
乙卯亥未木局，运至财官旺地亦发。己生午月，以壬水为财，五月水
囚，主无祖业，克妻子亦不多，岁时透出寅甲为正官，五月甲死，官
必卑小，喜见亥卯未乙，身旺见官煞为妙，偏财亦美。庚日申月，上
旬生，近木余气，略无祖财，虽节气临水绝之乡，尚有三四分库财为
福，运至丙戌，财尽矣，若年日时多带财，好命看，见丙丁巳午寅戌
火局则有官，以煞化官也，官小亦不清显，怕壬癸亥子，克官不成。"
3585,"己生午月，以壬水为财，五月水
囚，主无祖业，克妻子亦不多，岁时透出寅甲为正官，五月甲死，官
必卑小，喜见亥卯未乙，身旺见官煞为妙，偏财亦美。庚日申月，上
旬生，近木余气，略无祖财，虽节气临水绝之乡，尚有三四分库财为
福，运至丙戌，财尽矣，若年日时多带财，好命看，见丙丁巳午寅戌
火局则有官，以煞化官也，官小亦不清显，怕壬癸亥子，克官不成。辛日酉月，无祖财，柱中多见分夺，孤贫无妻，或克妻无财，若带木
火生旺，又当富贵，原无财官，又行生地，其劫祸尤重，或见辛酉则
为专禄，更有财官印食之神岁运再逢尤好，逆运南方则吉，顺运北方，
百事无成，若辛卯、辛未日身自坐财，可许衣禄，辛巳日有贵，官禄
亦轻。"
3586,"庚日申月，上
旬生，近木余气，略无祖财，虽节气临水绝之乡，尚有三四分库财为
福，运至丙戌，财尽矣，若年日时多带财，好命看，见丙丁巳午寅戌
火局则有官，以煞化官也，官小亦不清显，怕壬癸亥子，克官不成。辛日酉月，无祖财，柱中多见分夺，孤贫无妻，或克妻无财，若带木
火生旺，又当富贵，原无财官，又行生地，其劫祸尤重，或见辛酉则
为专禄，更有财官印食之神岁运再逢尤好，逆运南方则吉，顺运北方，
百事无成，若辛卯、辛未日身自坐财，可许衣禄，辛巳日有贵，官禄
亦轻。壬日亥月，癸日子月，俱无祖业，柱中多见火土，主自成立有
官，如见水多泛滥，无成、克妻、贫薄。"
3587,"辛日酉月，无祖财，柱中多见分夺，孤贫无妻，或克妻无财，若带木
火生旺，又当富贵，原无财官，又行生地，其劫祸尤重，或见辛酉则
为专禄，更有财官印食之神岁运再逢尤好，逆运南方则吉，顺运北方，
百事无成，若辛卯、辛未日身自坐财，可许衣禄，辛巳日有贵，官禄
亦轻。壬日亥月，癸日子月，俱无祖业，柱中多见火土，主自成立有
官，如见水多泛滥，无成、克妻、贫薄。又曰：甲日寅月宜壬早时，乙日卯月宜辛巳时，丙日巳月宜己亥时，
丁日午月宜庚子时，戊日巳月宜甲寅时，己日午月宜乙丑时，庚日申
月宜丙戌时，辛日酉月宜丁酉时，壬日亥月宜戊申时，癸日子月宜己
未时。是见煞取贵，然亦不可太多，岁运再逢煞地，主夭折。"
3588,"又曰：甲日寅月宜壬早时，乙日卯月宜辛巳时，丙日巳月宜己亥时，
丁日午月宜庚子时，戊日巳月宜甲寅时，己日午月宜乙丑时，庚日申
月宜丙戌时，辛日酉月宜丁酉时，壬日亥月宜戊申时，癸日子月宜己
未时。是见煞取贵，然亦不可太多，岁运再逢煞地，主夭折。如一命：
壬申年，不禄，岁运冲且会伤官煞也，建禄用财官，伤去丙火，故夭。《独步》云：
“月令建禄，多无祖屋，一见财官，自然成福。”又云：
“建
禄生提月，财官喜透天，不宜身再旺，惟喜茂财元。”
《明通赋》云：
“建
禄、坐禄或居禄，独遇财官印绶，富贵长年。”
合诸说，各之子平论建禄与古人论禄，其取用迥不同矣。"
3589,"”
《明通赋》云：
“建
禄、坐禄或居禄，独遇财官印绶，富贵长年。”
合诸说，各之子平论建禄与古人论禄，其取用迥不同矣。余按阳刃、
比肩、败财、建禄，名虽不同，实一家同气之神，在地支者曰刃、曰
禄，在天干者曰比、曰劫，其取用大略相同，故以建禄继阳刃之后，
建禄旧无格，近亦取以月支，无可取之格，而天干倘有财官贵气，故
取建禄若比劫，特发明其义耳。卷七	

162论性情相貌	

夫贵贱观乎八字，性情应乎五行。善、恶、仁、义、礼、智、信，
心之所主；喜、怒、哀、乐、爱、恶、欲，性之所生。东方震位木，号青龙，名曰曲直，五常主仁。其色青，其味酸，其
性直，其情和。"
3590,"东方震位木，号青龙，名曰曲直，五常主仁。其色青，其味酸，其
性直，其情和。旺相主有博爱恻隐之心，慈祥恺悌之意；济物利人，
恤孤念寡，直朴清高，行藏慷慨；丰姿秀丽，骨格修长，手足纤腻，
口尖发美，面色青白，语句轩昂，此则木盛多仁之义。休囚主瘦长发
少，拗性偏心，嫉妒不仁，此则木衰情寡之义也。死绝则眉眼不正，
悭吝鄙啬，肌肉干燥，项长喉结，行坐不稳，身多欹侧。遇火色带赤，
见土则色带黄，逢金则色带白，见水则色带黑。其余四行例见。火属南方，名曰炎上，五常主礼。其色赤，其味苦，其性急，其性
恭。"
3591,"火属南方，名曰炎上，五常主礼。其色赤，其味苦，其性急，其性
恭。旺相主有辞让端谨之风，恭敬谦和之义；威仪凛烈，淳朴尊崇；
面貌上尖下阔，形体头小脚长，印堂窄而眉浓，鼻准露而耳小；精神
闪烁，语言急速，性燥无毒，聪明有为。太过则声焦面赤，摇膝好动。不及则黄瘦尖楞，诡诈妒毒，言语妄诞，有始无终。土属中央，名曰稼穑，五常主信，其色黄，其味甘，其性重，其情
厚。旺相主言行相顾，忠孝至诚，好敬神佛，不爽欺信；背圆腰阔，
鼻大口方，眉清目秀，面肥色黄；度量宽厚，处事有方。太过则执一
古朴，愚拙不明。不及则颜色忧滞，面偏鼻低，声音重浊，事理不通，
狠毒乖戾，不得众情，颠倒失信，悭啬妄为。"
3592,"太过则执一
古朴，愚拙不明。不及则颜色忧滞，面偏鼻低，声音重浊，事理不通，
狠毒乖戾，不得众情，颠倒失信，悭啬妄为。金属西方，名曰从革，五常主义。其色白，其味辛，其性刚，其情
烈。旺相则英勇豪杰，仗义疏财，知廉耻，识羞恶；骨肉相应，体健
神清，面方白净，眉高眼深，鼻直耳红，声音清亮，刚毅果决。太过
则好勇无谋，贪欲不仁。不及则悭吝贪酷，事多挫忘。有三思、少决
断，克薄内毒，喜淫好杀，身材瘦小。水属北方，名曰润下，五常主智，其色黑，其味咸，其性聪明，其
情良善。旺相则机关深远，足智多谋，学识过人，诡诈无极；面黑光
彩，语言清和。太过则是非好动，飘荡贪淫。"
3593,"旺相则机关深远，足智多谋，学识过人，诡诈无极；面黑光
彩，语言清和。太过则是非好动，飘荡贪淫。不及则人物矮小，行事
反复，情性不常，胆小无略。此虽五行之喻，实与人事相干。以上五
行、情性参以命中所遇吉凶神煞断之，大抵生旺者主长大，死绝者主
矮小。若有煞临，不在此限，又从煞上断。若有克，则从所克之五行
163断，又概取日时，上纳音，看有克无克，并神煞所临有气无气，断其
形状、性情，无有不验。又曰：推人性行，只在日时上，看本五行，不论纳音。"
3594,"若有克，则从所克之五行
163断，又概取日时，上纳音，看有克无克，并神煞所临有气无气，断其
形状、性情，无有不验。又曰：推人性行，只在日时上，看本五行，不论纳音。命若入格而
逢生旺，主天性明白，遇物不逆，动必应机，言语声高，突破口大度，
临事能断，公平不疑，犯难不畏，平生不以财物为吝，好施与不私己，
奢泰欢乐，多情尚义，防有不善终之患。若命入贵格而逢死绝者，主
为性寡合，机深意密，多疑多忌，动拘礼节，谨顾行止，修饰仪貌，
常自检约，不妄设施，防有阴谋之患。"
3595,"命若入格而
逢生旺，主天性明白，遇物不逆，动必应机，言语声高，突破口大度，
临事能断，公平不疑，犯难不畏，平生不以财物为吝，好施与不私己，
奢泰欢乐，多情尚义，防有不善终之患。若命入贵格而逢死绝者，主
为性寡合，机深意密，多疑多忌，动拘礼节，谨顾行止，修饰仪貌，
常自检约，不妄设施，防有阴谋之患。若小人之命已入贱局而逢生旺
者，主性无常，不自检束，为事不顾危亡，好斗争，恃强压弱，亲近
恶党，不事家业，必竟不得善终；死绝则为性淫邪，动必巧伪，畜缩
执拗，举动修饰，专美言词，好自矜炫，临事无断，少是多非，一身
无立。"
3596,"若命入贵格而逢死绝者，主
为性寡合，机深意密，多疑多忌，动拘礼节，谨顾行止，修饰仪貌，
常自检约，不妄设施，防有阴谋之患。若小人之命已入贱局而逢生旺
者，主性无常，不自检束，为事不顾危亡，好斗争，恃强压弱，亲近
恶党，不事家业，必竟不得善终；死绝则为性淫邪，动必巧伪，畜缩
执拗，举动修饰，专美言词，好自矜炫，临事无断，少是多非，一身
无立。《宰公要诀》云：志高量远，盖因水处深源；笃信守仁，只为土成
山岳；仁慈敏厚，木成甲乙之方；性速辨明，火应丙丁之位；誉高义
重，因金归合庚辛处。于中者，正性不移，或盛或衰，性情变易。"
3597,"《宰公要诀》云：志高量远，盖因水处深源；笃信守仁，只为土成
山岳；仁慈敏厚，木成甲乙之方；性速辨明，火应丙丁之位；誉高义
重，因金归合庚辛处。于中者，正性不移，或盛或衰，性情变易。水
乘衰败，性昏无赖；土力太微，蔽执寡用；木归蹇地，太柔而治事无
规；火数未兴，小辨而太伤无决；金当浅薄，虽义而有始无终。是五
行得地失地，太过不及，皆能为凶也。《壶中子》云：言词狡猾，诞时合值六虚，六虚住处谩语神，凡人
得之，心好撰饰，虚词并重；遇者必狡猾，平生妨克尊亲，漂流他国，
作事多虚声。"
3598,"是五
行得地失地，太过不及，皆能为凶也。《壶中子》云：言词狡猾，诞时合值六虚，六虚住处谩语神，凡人
得之，心好撰饰，虚词并重；遇者必狡猾，平生妨克尊亲，漂流他国，
作事多虚声。论疾病先知五脏六腑所属干支
歌诀：
甲胆乙肝丙小肠，丁心戊胃己脾乡；庚是大肠辛属肺，壬系膀胱癸肾
藏；三焦亦向壬中寄，包络同归入癸乡。又曰：
甲头乙顶丙肩求，丁心戊肋己属腹；庚是脐轮辛属股，壬胫癸足一身
由。"
3599,"论疾病先知五脏六腑所属干支
歌诀：
甲胆乙肝丙小肠，丁心戊胃己脾乡；庚是大肠辛属肺，壬系膀胱癸肾
藏；三焦亦向壬中寄，包络同归入癸乡。又曰：
甲头乙顶丙肩求，丁心戊肋己属腹；庚是脐轮辛属股，壬胫癸足一身
由。又曰：
子属膀胱水道耳，丑为胞肚及脾乡；寅胆发脉并两手，卯本十指内肝
方；辰土为皮肩胸类，已面咽齿下宾肛；午火精神司眼目，未土胃腕
隔脊梁；申金大肠经络肺，酉中精血小肠藏；戌土命门腿踝足，亥水
164为头及肾囊；若依此法推人病，歧伯雷公也播扬。又曰：
午头巳未两肩均，左右二膊是辰申；卯酉双肋寅戌腿，丑亥属脚子为
阴。又曰：
干首坤腹坎耳俦，震足巽股艮手留；兑口离目分八卦，凡看疾病此推
求。"
3600,"又曰：
午头巳未两肩均，左右二膊是辰申；卯酉双肋寅戌腿，丑亥属脚子为
阴。又曰：
干首坤腹坎耳俦，震足巽股艮手留；兑口离目分八卦，凡看疾病此推
求。夫疾病皆因五行不和，即人身五脏不和也。盖五行通于五脏，六腑
通于九窍，凡十干受病属六腑，十二支受病属五脏。丙丁己午火局南
离，主病在上；壬癸亥子水局北坎，主病在下；甲乙寅卯属震，主病
在左；庚辛申酉属兑，主病在右；戊己辰戌丑未属坤艮，主病在脾胃
及中脘。"
3601,"盖五行通于五脏，六腑
通于九窍，凡十干受病属六腑，十二支受病属五脏。丙丁己午火局南
离，主病在上；壬癸亥子水局北坎，主病在下；甲乙寅卯属震，主病
在左；庚辛申酉属兑，主病在右；戊己辰戌丑未属坤艮，主病在脾胃
及中脘。诸风晕掉、眼光日昏，血不调畅、早年落发、筋青瓜枯，属
肝家甲乙寅卯木受亏主病故也；诸脓血疮疥、舌苦喑哑者，属心家丙
丁巳午火受亏主病故也；浮肿、脚气、黄肿、口臭、翻胃、脾寒膈热
者，属脾家戊己辰戌丑未土受亏主病故也；鼻塞酒槁、语蹇气结、咳
嗽喊者，属肺家庚辛申酉受亏主病故也；白浊、白带、霍乱、泻痢、
疝气小肠，属肾家壬癸亥子受亏主病故也。"
3602,"丙丁己午火局南
离，主病在上；壬癸亥子水局北坎，主病在下；甲乙寅卯属震，主病
在左；庚辛申酉属兑，主病在右；戊己辰戌丑未属坤艮，主病在脾胃
及中脘。诸风晕掉、眼光日昏，血不调畅、早年落发、筋青瓜枯，属
肝家甲乙寅卯木受亏主病故也；诸脓血疮疥、舌苦喑哑者，属心家丙
丁巳午火受亏主病故也；浮肿、脚气、黄肿、口臭、翻胃、脾寒膈热
者，属脾家戊己辰戌丑未土受亏主病故也；鼻塞酒槁、语蹇气结、咳
嗽喊者，属肺家庚辛申酉受亏主病故也；白浊、白带、霍乱、泻痢、
疝气小肠，属肾家壬癸亥子受亏主病故也。甲乙见庚辛申酉多者，内主肝胆惊悸、劳瘵、手足顽麻、筋骨疼痛；
外主头目眩晕、口眼歪斜、左瘫右痪，叠扑损伤。"
3603,"诸风晕掉、眼光日昏，血不调畅、早年落发、筋青瓜枯，属
肝家甲乙寅卯木受亏主病故也；诸脓血疮疥、舌苦喑哑者，属心家丙
丁巳午火受亏主病故也；浮肿、脚气、黄肿、口臭、翻胃、脾寒膈热
者，属脾家戊己辰戌丑未土受亏主病故也；鼻塞酒槁、语蹇气结、咳
嗽喊者，属肺家庚辛申酉受亏主病故也；白浊、白带、霍乱、泻痢、
疝气小肠，属肾家壬癸亥子受亏主病故也。甲乙见庚辛申酉多者，内主肝胆惊悸、劳瘵、手足顽麻、筋骨疼痛；
外主头目眩晕、口眼歪斜、左瘫右痪，叠扑损伤。遇丙丁火多无水相
济，则痰喘咯血、中风不语、皮肤干燥，内热口干。女人主血气欠调、
有孕者堕胎。小儿急慢惊风、夜啼咳嗽、面色青黯是也。"
3604,"女人主血气欠调、
有孕者堕胎。小儿急慢惊风、夜啼咳嗽、面色青黯是也。丙丁见壬癸亥子多者，内主心气疼痛、颠痫舌强、口痛咽哑、急慢
惊风、语言蹇涩；外主潮热发狂、眼暗失明、小肠疝气、疮疥脓血、
小便淋浊。妇女主干血气经脉不调。小儿主痘疹、疥癣，面色红赤是
也。戊已见甲乙寅卯多者，内主脾胃不和，翻胃隔食、气噎蛊胀泄泻黄
肿、择拣饮食、呕吐恶心；外主右手沉重、湿毒流注、胸腹痞塞。妇
女主饮食不甘、吞酸、虚弱、呵欠困倦。小儿主五疳五软、内热好睡、
面色痿黄是也。庚辛见丙丁巳午多者，内主肠风痔漏、粪后下血、痰火咳嗽、气喘
吐血、魉魉失魂、虚烦劳症；外主皮肤枯燥、肺风鼻赤、疽肿发背、
脓血无力。"
3605,"小儿主五疳五软、内热好睡、
面色痿黄是也。庚辛见丙丁巳午多者，内主肠风痔漏、粪后下血、痰火咳嗽、气喘
吐血、魉魉失魂、虚烦劳症；外主皮肤枯燥、肺风鼻赤、疽肿发背、
脓血无力。妇女主痰嗽、血产。小儿主脓血、痢疾、面色黄白是也。165壬癸见戊已辰戌丑未多者，内主遗精盗汗夜梦鬼交、血浊虚损、寒
战咬牙、耳聋眼盲、伤寒感冒；外主风虫牙痛、偏坠肾气、腰痛膝痛、
淋沥、吐泻、怕冷恶寒。女人白带鬼胎、经水不调。小儿主耳中生疮、
小肠疼痛、夜间作炒、面色黧里是也。赋云：筋骨疼痛，盍因木被金伤；眼目暗昏，必是火遭水克；土虚
逢木旺之乡，脾伤定论；金弱遇火炎之地，血疾无疑。"
3606,"小儿主耳中生疮、
小肠疼痛、夜间作炒、面色黧里是也。赋云：筋骨疼痛，盍因木被金伤；眼目暗昏，必是火遭水克；土虚
逢木旺之乡，脾伤定论；金弱遇火炎之地，血疾无疑。又云：木逢金
克，定主腰肋之灾；火被水伤，必主眼目之疾；心肺喘满，亦干金火
相刑；脾胃损伤，盍因土水战克。支水干头有火遭，必腹病心懵；支
火干头有水遇，则内障睛盲。炎上烦焦蒸土曜，头秃眼昏；润下纯湿
无土制，肾虚耳闭；荧惑乘旺临离巽，中风失音；太白坚利合兑坤，
兵前落魄。又云：心受病，口不能言；肝受病，目不能视；脾受病，
口不能食；肺受病，鼻不能嗅；肾受病，耳不能听，各从所主，以证
虚实。噫！"
3607,"又云：心受病，口不能言；肝受病，目不能视；脾受病，
口不能食；肺受病，鼻不能嗅；肾受病，耳不能听，各从所主，以证
虚实。噫！人病百端，理无二焉，望问闻切，乃医家之妙用；生克制化，
为术士之玄征，若能参究根源标本，不离斯法。论曰：康泰生于和合，
疾病起于刑伤。究五行衰旺之理，推百病表里之详，内应五脏，外属
四肢。且如木气休囚，两鬓消疏而不发；火临死绝，双瞳昏暗而无光；
火中隐土少水制，则心神恍惚；木下藏金无水收，则腿足损伤。甲乙
兑生逢壬癸，醉乡而死；丙丁坎育遇庚辛，沟港而亡。水盛木浮，多
生泄痢；土重金埋，常病气高。"
3608,"甲乙
兑生逢壬癸，醉乡而死；丙丁坎育遇庚辛，沟港而亡。水盛木浮，多
生泄痢；土重金埋，常病气高。诸风掉眩，乙木旺而辛金衰；疼痒疮
疡，丁火盛而癸水弱；痞塞肿满，只因己土太过；愤郁病痿，盖为辛
金不及。甲乙能伤戊已，无救而缺唇；丙丁善克庚辛，少制而喑哑。火中有
土，项生瘰疬之灾；水中有土，腹患蛊肿之病。用神受制而被刑，亡
于棒杖；上下逢鬼而无救，死作悬梁。四柱重冲多凶而他乡丧体，五
行衰败不足而瘟疫亡身。水败腰驼，莫用轩岐之法；金刑龟背，安施
卢扁之方。"
3609,"四柱重冲多凶而他乡丧体，五
行衰败不足而瘟疫亡身。水败腰驼，莫用轩岐之法；金刑龟背，安施
卢扁之方。庚辛气秀，西方见木而亡于兵刃；甲乙败绝，坤南无水，
而骨肉飞；辛巳、丙申遇刑，臂虚而人生六指；己卯、戊寅逢敌，胃
弱而常病疮疽；乙未、甲午逢金，人多鳖头；癸卯、已丑相刑，病生
腰膝；甲申、乙酉，幼年多病肝经；辛卯、庚寅，晚年劳伤筋骨。丙
火上炎，丈夫每忌于身心；丁火下湿，女人虚痨而血产。日时衰败，
大患难疗；干支刑害，小疾不疗。气相得而安和，气相逆而灾殄。病
166症不离于六脉，死生难越乎五行，细究兴衰，万不失一。古歌曰：
戊己生时气不全，月时两处见伤官；必当头面有亏损，脓血之疮苦少
年。"
